id,sequence,method
molecule_25,CCN(C(C)=O)[C@H]1CO[C@@H](O[C@H]2[C@H](O[C@H]3C#C/C=C\C#C[C@@]4(O)C(=CCSSSC)C3=C(NC(=O)OC)C(=O)C4)O[C@H](C)[C@@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)c4c(OC)c(OC)c(O[C@H]5[C@H](O)[C@H](OC)[C@@H](O)[C@H](C)O5)c(I)c4C)[C@@H](C)O3)[C@@H]2O)C[C@@H]1OC,rand_6
molecule_25,O[C@@H]1[C@@H](O[C@H]2C[C@H](OC)[C@@H](N(CC)C(C)=O)CO2)[C@H](O[C@@H]2C3=C(NC(OC)=O)C(=O)C[C@](O)(C3=CCSSSC)C#C/C=C\C#C2)O[C@H](C)[C@H]1NO[C@@H]1O[C@H](C)[C@@H](SC(=O)c2c(C)c(I)c(O[C@H]3[C@H](O)[C@H](OC)[C@@H](O)[C@H](C)O3)c(OC)c2OC)[C@@H](O)C1,rand_7
molecule_25,O[C@]12C(=CCSSSC)C(=C(NC(OC)=O)C(=O)C1)[C@@H](O[C@H]1[C@H](O[C@H]3C[C@H](OC)[C@@H](N(CC)C(C)=O)CO3)[C@@H](O)[C@H](NO[C@@H]3O[C@H](C)[C@@H](SC(=O)c4c(OC)c(OC)c(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]5O)c(I)c4C)[C@@H](O)C3)[C@@H](C)O1)C#C/C=C\C#C2,rand_8
molecule_25,c1(I)c(C)c(C(=O)S[C@@H]2[C@@H](C)O[C@@H](ON[C@H]3[C@H](O)[C@@H](O[C@H]4C[C@H](OC)[C@@H](N(C(=O)C)CC)CO4)[C@H](O[C@H]4C#C/C=C\C#C[C@]5(O)CC(=O)C(NC(=O)OC)=C4C5=CCSSSC)O[C@@H]3C)C[C@@H]2O)c(OC)c(OC)c1O[C@H]1[C@H](O)[C@H](OC)[C@@H](O)[C@H](C)O1,rand_9
molecule_25,N(C1=C2C(=CCSSSC)[C@](O)(C#C/C=C\C#C[C@@H]2O[C@@H]2O[C@H](C)[C@@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)c4c(OC)c(OC)c(O[C@H]5[C@H](O)[C@H](OC)[C@@H](O)[C@H](C)O5)c(I)c4C)[C@@H](C)O3)[C@H](O)[C@H]2O[C@H]2C[C@H](OC)[C@@H](N(C(C)=O)CC)CO2)CC1=O)C(=O)OC,rand_10
molecule_26,C1=CC2(C)C(=CC1=O)C(F)CC1C2(F)C(O)CC2C3(C(=O)CO)OC(c4ccc(Oc5ccc(N)cc5)cc4)OC3CC12,rand_1
molecule_26,c1c(N)ccc(Oc2ccc(C3OC4(C(CO)=O)C(CC5C4CC(O)C4(F)C6(C)C=CC(=O)C=C6C(F)CC54)O3)cc2)c1,rand_2
molecule_26,c1c(C2OC3(C(=O)CO)C(O2)CC2C4C(F)(C(O)CC23)C2(C)C=CC(=O)C=C2C(F)C4)ccc(Oc2ccc(N)cc2)c1,rand_3
molecule_26,O1C(c2ccc(Oc3ccc(N)cc3)cc2)OC2CC3C4C(F)(C(O)CC3C12C(CO)=O)C1(C)C(=CC(=O)C=C1)C(F)C4,rand_4
molecule_26,c1c(Oc2ccc(C3OC4(C(=O)CO)C5C(C6C(F)(C7(C)C=CC(=O)C=C7C(F)C6)C(O)C5)CC4O3)cc2)ccc(N)c1,rand_5
molecule_26,C12(F)C(O)CC3C4(C(=O)CO)OC(c5ccc(Oc6ccc(N)cc6)cc5)OC4CC3C1CC(F)C1=CC(=O)C=CC21C,rand_6
molecule_26,c1(Oc2ccc(N)cc2)ccc(C2OC3CC4C(C3(C(CO)=O)O2)CC(O)C2(F)C3(C)C=CC(=O)C=C3C(F)CC42)cc1,rand_7
molecule_26,C1C(O)C2(F)C(C3C1C1(C(CO)=O)C(OC(c4ccc(Oc5ccc(N)cc5)cc4)O1)C3)CC(F)C1=CC(=O)C=CC21C,rand_8
molecule_26,Nc1ccc(Oc2ccc(C3OC4CC5C6CC(F)C7=CC(=O)C=CC7(C)C6(F)C(O)CC5C4(C(=O)CO)O3)cc2)cc1,rand_9
molecule_26,O1C2(C(CO)=O)C(CC3C2CC(O)C2(F)C4(C)C(=CC(=O)C=C4)C(F)CC32)OC1c1ccc(Oc2ccc(N)cc2)cc1,rand_10
molecule_27,C1=CC2(C)C3C(O)CC4C5(C(CO)=O)OC(c6ccc(Cc7cccc(N)c7)cc6)OC5CC4C3CCC2=CC1=O,rand_1
molecule_27,c1c(N)cccc1Cc1ccc(C2OC3CC4C(CC(O)C5C6(C)C=CC(=O)C=C6CCC45)C3(C(=O)CO)O2)cc1,rand_2
molecule_27,O1C(c2ccc(Cc3cc(N)ccc3)cc2)OC2C1(C(=O)CO)C1C(C2)C2CCC3=CC(=O)C=CC3(C)C2C(O)C1,rand_3
molecule_27,OCC(=O)C12C(CC3C4C(C(O)CC31)C1(C)C(=CC(=O)C=C1)CC4)OC(c1ccc(Cc3cc(N)ccc3)cc1)O2,rand_4
molecule_27,C(c1ccc(C2OC3(C(CO)=O)C4C(C5C(C6(C)C=CC(=O)C=C6CC5)C(O)C4)CC3O2)cc1)c1cccc(N)c1,rand_5
molecule_27,C1=C2CCC3C(C(O)CC4C5(C(=O)CO)OC(c6ccc(Cc7cccc(N)c7)cc6)OC5CC43)C2(C)C=CC1=O,rand_6
molecule_27,C1C2C3CC4C(C(=O)CO)(OC(c5ccc(Cc6cccc(N)c6)cc5)O4)C3CC(O)C2C2(C)C=CC(=O)C=C2C1,rand_7
molecule_27,C12C3(C(CO)=O)OC(c4ccc(Cc5cccc(N)c5)cc4)OC3CC1C1C(C3(C)C(=CC(=O)C=C3)CC1)C(O)C2,rand_8
molecule_27,C(c1ccc(C2OC3(C(CO)=O)C(CC4C5CCC6=CC(=O)C=CC6(C)C5C(O)CC43)O2)cc1)c1cc(N)ccc1,rand_9
molecule_27,O1C2(C(=O)CO)C(CC3C4C(C5(C)C=CC(=O)C=C5CC4)C(O)CC23)OC1c1ccc(Cc2cc(N)ccc2)cc1,rand_10
molecule_28,C1=CC2(C)C(=CC1=O)C(F)CC1C2(F)C(O)CC2C3(C(=O)CO)OC(c4ccc(Cc5cccc(N)c5)cc4)OC3CC12,rand_1
molecule_28,Nc1cccc(Cc2ccc(C3OC4(C(CO)=O)C(CC5C4CC(O)C4(F)C6(C)C=CC(=O)C=C6C(F)CC54)O3)cc2)c1,rand_2
molecule_28,c1c(C2OC3(C(=O)CO)C(O2)CC2C4C(F)(C(O)CC23)C2(C)C=CC(=O)C=C2C(F)C4)ccc(Cc2cc(N)ccc2)c1,rand_3
molecule_28,O1C(c2ccc(Cc3cc(N)ccc3)cc2)OC2CC3C4C(F)(C(O)CC3C12C(CO)=O)C1(C)C(=CC(=O)C=C1)C(F)C4,rand_4
molecule_28,c1c(Cc2ccc(C3OC4(C(=O)CO)C5C(C6C(F)(C7(C)C=CC(=O)C=C7C(F)C6)C(O)C5)CC4O3)cc2)cccc1N,rand_5
molecule_28,C12(F)C(O)CC3C4(C(=O)CO)OC(c5ccc(Cc6cc(N)ccc6)cc5)OC4CC3C1CC(F)C1=CC(=O)C=CC21C,rand_6
molecule_28,c1(Cc2cc(N)ccc2)ccc(C2OC3CC4C(C3(C(CO)=O)O2)CC(O)C2(F)C3(C)C=CC(=O)C=C3C(F)CC42)cc1,rand_7
molecule_28,C1C(O)C2(F)C(C3C1C1(C(CO)=O)C(OC(c4ccc(Cc5cc(N)ccc5)cc4)O1)C3)CC(F)C1=CC(=O)C=CC21C,rand_8
molecule_28,c1(N)cccc(Cc2ccc(C3OC4CC5C6CC(F)C7=CC(=O)C=CC7(C)C6(F)C(O)CC5C4(C(=O)CO)O3)cc2)c1,rand_9
molecule_28,O1C2(C(CO)=O)C(CC3C2CC(O)C2(F)C4(C)C(=CC(=O)C=C4)C(F)CC32)OC1c1ccc(Cc2cccc(N)c2)cc1,rand_10
molecule_29,c1cc(N)c2nc(C(=O)O)cc(OCP(=O)(O)O)c2c1,rand_1
molecule_29,OP(=O)(O)COc1c2cccc(N)c2nc(C(O)=O)c1,rand_2
molecule_29,c1(C(O)=O)nc2c(N)cccc2c(OCP(O)(O)=O)c1,rand_3
molecule_29,c12nc(C(O)=O)cc(OCP(O)(O)=O)c1cccc2N,rand_4
molecule_29,c1c(N)c2c(cc1)c(OCP(O)(O)=O)cc(C(O)=O)n2,rand_5
molecule_29,OC(c1nc2c(c(OCP(O)(O)=O)c1)cccc2N)=O,rand_6
molecule_29,c1(N)cccc2c(OCP(O)(=O)O)cc(C(O)=O)nc12,rand_7
molecule_29,O(c1cc(C(=O)O)nc2c(N)cccc12)CP(O)(O)=O,rand_8
molecule_29,c1cc(N)c2c(c(OCP(=O)(O)O)cc(C(=O)O)n2)c1,rand_9
molecule_29,O(c1c2c(nc(C(O)=O)c1)c(N)ccc2)CP(=O)(O)O,rand_10
molecule_30,c1c(C(C)c2cc(N)ccc2)ccc(C2OC3(C(CO)=O)C4C(C5CC(F)C6=CC(=O)C=CC6(C)C5(F)C(O)C4)CC3O2)c1,rand_1
molecule_30,C12(C(CO)=O)OC(c3ccc(C(C)c4cc(N)ccc4)cc3)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21,rand_2
molecule_30,O=C(C12C3CC(O)C4(F)C5(C)C=CC(=O)C=C5C(F)CC4C3CC1OC(c1ccc(C(c3cc(N)ccc3)C)cc1)O2)CO,rand_3
molecule_30,O=C(CO)C12C3CC(O)C4(F)C5(C)C=CC(=O)C=C5C(F)CC4C3CC1OC(c1ccc(C(c3cc(N)ccc3)C)cc1)O2,rand_4
molecule_30,C12(C(=O)CO)C3C(C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)C3)CC1OC(c1ccc(C(c3cc(N)ccc3)C)cc1)O2,rand_5
molecule_30,C(=O)(CO)C12OC(c3ccc(C(C)c4cc(N)ccc4)cc3)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21,rand_6
molecule_30,FC1CC2C3CC4C(C(CO)=O)(OC(c5ccc(C(c6cccc(N)c6)C)cc5)O4)C3CC(O)C2(F)C2(C)C1=CC(=O)C=C2,rand_7
molecule_30,c1ccc(N)cc1C(C)c1ccc(C2OC3C(C(CO)=O)(C4CC(O)C5(F)C(CC(F)C6=CC(=O)C=CC56C)C4C3)O2)cc1,rand_8
molecule_30,c1cc(N)cc(C(c2ccc(C3OC4CC5C6C(F)(C(O)CC5C4(C(=O)CO)O3)C3(C)C=CC(=O)C=C3C(F)C6)cc2)C)c1,rand_9
molecule_30,C1=CC(=O)C=C2C1(C)C1(F)C(O)CC3C(C1CC2F)CC1OC(c2ccc(C(c4cccc(N)c4)C)cc2)OC31C(CO)=O,rand_10
molecule_31,NCc1c2c(cc3c(c2)OCO3)nc2c1Cn1c(=O)c3c(cc1-2)C(O)(CC)C(=O)OC3,rand_1
molecule_31,c12c(nc3c(cc4c(c3)OCO4)c1CN)-c1n(c(=O)c3c(c1)C(CC)(O)C(=O)OC3)C2,rand_2
molecule_31,c12c(nc3cc4c(cc3c1CN)OCO4)-c1n(c(=O)c3c(c1)C(CC)(O)C(=O)OC3)C2,rand_3
molecule_31,c12c(nc3cc4c(cc3c1CN)OCO4)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,rand_4
molecule_31,c12nc3c(cc4c(c3)OCO4)c(CN)c1Cn1c(=O)c3c(cc1-2)C(CC)(O)C(=O)OC3,rand_5
molecule_31,CCC1(O)C(=O)OCc2c(=O)n3c(cc21)-c1nc2c(cc4c(c2)OCO4)c(CN)c1C3,rand_6
molecule_31,C1(CC)(O)c2cc3n(c(=O)c2COC1=O)Cc1c-3nc2cc3c(cc2c1CN)OCO3,rand_7
molecule_31,C(N)c1c2cc3c(cc2nc2c1Cn1c-2cc2c(c1=O)COC(=O)C2(CC)O)OCO3,rand_8
molecule_31,c12cc3n(c(=O)c1COC(=O)C2(O)CC)Cc1c-3nc2cc3c(cc2c1CN)OCO3,rand_9
molecule_31,c1c2c(cc3c1nc1c(c3CN)Cn3c(=O)c4c(cc3-1)C(O)(CC)C(=O)OC4)OCO2,rand_10
molecule_32,N(C(C(C(C1N(C(CC(OC)C(C(C)CC)N(C)C(=O)C(NC(=O)C(C(C)C)N(CCc2ccc(NC)cc2)C)C(C)C)=O)CCC1)OC)C)=O)C(C(=O)O)Cc1ccccc1,rand_1
molecule_32,CN(C(C(CC)C)C(CC(N1CCCC1C(C(C(=O)NC(Cc1ccccc1)C(O)=O)C)OC)=O)OC)C(=O)C(C(C)C)NC(=O)C(N(C)CCc1ccc(NC)cc1)C(C)C,rand_2
molecule_32,CN(CCc1ccc(NC)cc1)C(C(C)C)C(NC(C(N(C(C(CC(N1C(C(OC)C(C)C(=O)NC(Cc2ccccc2)C(=O)O)CCC1)=O)OC)C(CC)C)C)=O)C(C)C)=O,rand_3
molecule_32,C(N(C(=O)C(C(C)C)NC(C(N(C)CCc1ccc(NC)cc1)C(C)C)=O)C)(C(C)CC)C(CC(N1C(C(C(C)C(=O)NC(C(=O)O)Cc2ccccc2)OC)CCC1)=O)OC,rand_4
molecule_32,O=C(NC(C(=O)N(C(C(C)CC)C(OC)CC(=O)N1CCCC1C(C(C(NC(Cc1ccccc1)C(O)=O)=O)C)OC)C)C(C)C)C(C(C)C)N(CCc1ccc(NC)cc1)C,rand_5
molecule_32,OC(C(Cc1ccccc1)NC(C(C(C1CCCN1C(CC(C(C(C)CC)N(C(C(NC(C(C(C)C)N(CCc1ccc(NC)cc1)C)=O)C(C)C)=O)C)OC)=O)OC)C)=O)=O,rand_6
molecule_32,O(C)C(C1CCCN1C(CC(OC)C(C(CC)C)N(C)C(=O)C(NC(C(C(C)C)N(CCc1ccc(NC)cc1)C)=O)C(C)C)=O)C(C)C(NC(C(=O)O)Cc1ccccc1)=O,rand_7
molecule_32,C(C)C(C(N(C(C(C(C)C)NC(C(N(C)CCc1ccc(NC)cc1)C(C)C)=O)=O)C)C(OC)CC(N1C(C(C(C)C(NC(C(=O)O)Cc2ccccc2)=O)OC)CCC1)=O)C,rand_8
molecule_32,COC(CC(=O)N1C(C(C(C(=O)NC(Cc2ccccc2)C(=O)O)C)OC)CCC1)C(C(C)CC)N(C)C(C(C(C)C)NC(C(C(C)C)N(C)CCc1ccc(NC)cc1)=O)=O,rand_9
molecule_32,O=C(C(C)C(C1CCCN1C(CC(C(C(C)CC)N(C(C(C(C)C)NC(C(C(C)C)N(C)CCc1ccc(NC)cc1)=O)=O)C)OC)=O)OC)NC(Cc1ccccc1)C(=O)O,rand_10
molecule_33,C1CC(C(NC(C(Nc2ccccc2)=O)CCCCCSC(=O)C)=O)NC1=O,rand_1
molecule_33,C(C)(SCCCCCC(NC(=O)C1CCC(=O)N1)C(Nc1ccccc1)=O)=O,rand_2
molecule_33,c1ccccc1NC(C(NC(C1CCC(=O)N1)=O)CCCCCSC(=O)C)=O,rand_3
molecule_33,N(C(=O)C1NC(=O)CC1)C(C(=O)Nc1ccccc1)CCCCCSC(C)=O,rand_4
molecule_33,C(=O)(Nc1ccccc1)C(NC(=O)C1NC(=O)CC1)CCCCCSC(=O)C,rand_5
molecule_33,C(CCSC(C)=O)CCC(NC(=O)C1CCC(=O)N1)C(Nc1ccccc1)=O,rand_6
molecule_33,O=C(C)SCCCCCC(C(=O)Nc1ccccc1)NC(=O)C1CCC(=O)N1,rand_7
molecule_33,C1CC(=O)NC1C(=O)NC(C(Nc1ccccc1)=O)CCCCCSC(C)=O,rand_8
molecule_33,C(CSC(=O)C)CCCC(NC(C1NC(=O)CC1)=O)C(Nc1ccccc1)=O,rand_9
molecule_33,C(CCCSC(=O)C)CC(NC(=O)C1NC(=O)CC1)C(=O)Nc1ccccc1,rand_10
molecule_34,O=c1c2c(cc3n1Cc1c-3nc3c(cc4c(c3)OCO4)c1CNC(=O)CN)C(O)(CC)C(=O)OC2,rand_1
molecule_34,c1(=O)n2c(cc3c1COC(=O)C3(CC)O)-c1c(c(CNC(CN)=O)c3c(cc4c(c3)OCO4)n1)C2,rand_2
molecule_34,C1(=O)C(CC)(O)c2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1CNC(CN)=O)OCO3,rand_3
molecule_34,C1c2c(nc3cc4c(cc3c2CNC(=O)CN)OCO4)-c2cc3c(c(=O)n21)COC(=O)C3(O)CC,rand_4
molecule_34,NCC(=O)NCc1c2c(nc3c1Cn1c-3cc3c(c1=O)COC(=O)C3(O)CC)cc1c(c2)OCO1,rand_5
molecule_34,C1OC(=O)C(O)(CC)c2c1c(=O)n1c(c2)-c2nc3c(cc4c(c3)OCO4)c(CNC(=O)CN)c2C1,rand_6
molecule_34,C1(CC)(O)c2cc3n(c(=O)c2COC1=O)Cc1c-3nc2cc3c(cc2c1CNC(=O)CN)OCO3,rand_7
molecule_34,c12cc3c(CNC(=O)CN)c4c(nc3cc1OCO2)-c1n(c(=O)c2c(c1)C(CC)(O)C(=O)OC2)C4,rand_8
molecule_34,n1c2c(c(CNC(=O)CN)c3c1-c1n(c(=O)c4c(c1)C(O)(CC)C(=O)OC4)C3)cc1c(c2)OCO1,rand_9
molecule_34,c1c2c(nc3c(c2CNC(CN)=O)Cn2c(=O)c4c(cc2-3)C(O)(CC)C(=O)OC4)cc2c1OCO2,rand_10
molecule_35,C1=CC2(C)C(=CC1=O)CCC1C2(F)C(O)CC2C3(C(=O)CO)OC(c4ccc(SCc5cccc(N)c5)cc4)OC3CC12,rand_1
molecule_35,Nc1cccc(CSc2ccc(C3OC4CC5C6CCC7=CC(=O)C=CC7(C)C6(F)C(O)CC5C4(C(CO)=O)O3)cc2)c1,rand_2
molecule_35,c1c(C2OC3(C(=O)CO)C(O2)CC2C3CC(O)C3(F)C4(C)C=CC(=O)C=C4CCC23)ccc(SCc2cc(N)ccc2)c1,rand_3
molecule_35,O1C(c2ccc(SCc3cc(N)ccc3)cc2)OC2CC3C4C(F)(C(O)CC3C12C(CO)=O)C1(C)C(=CC(=O)C=C1)CC4,rand_4
molecule_35,c1c(CSc2ccc(C3OC4(C(=O)CO)C5C(C6C(F)(C7(C)C=CC(=O)C=C7CC6)C(O)C5)CC4O3)cc2)cccc1N,rand_5
molecule_35,C12(F)C(O)CC3C4(C(=O)CO)OC(c5ccc(SCc6cc(N)ccc6)cc5)OC4CC3C1CCC1=CC(=O)C=CC21C,rand_6
molecule_35,S(Cc1cc(N)ccc1)c1ccc(C2OC3(C(CO)=O)C(CC4C5CCC6=CC(=O)C=CC6(C)C5(F)C(O)CC34)O2)cc1,rand_7
molecule_35,C1C(O)C2(F)C3(C)C(=CC(=O)C=C3)CCC2C2CC3C(C(CO)=O)(C12)OC(c1ccc(SCc2cc(N)ccc2)cc1)O3,rand_8
molecule_35,c1(N)cccc(CSc2ccc(C3OC4CC5C(CC(O)C6(F)C5CCC5=CC(=O)C=CC56C)C4(C(=O)CO)O3)cc2)c1,rand_9
molecule_35,O1C2(C(CO)=O)C(CC3C2CC(O)C2(F)C4(C)C(=CC(=O)C=C4)CCC32)OC1c1ccc(SCc2cccc(N)c2)cc1,rand_10
molecule_36,C1(/C=C/C)=CN2C(=O)c3c(cc(OCCCOc4c(OC)cc5c(c4)N=CC4CC(/C=C/C)=CN4C5=O)c(OC)c3)N=CC2C1,rand_1
molecule_36,N1=CC2CC(/C=C/C)=CN2C(=O)c2cc(OC)c(OCCCOc3c(OC)cc4c(c3)N=CC3N(C=C(/C=C/C)C3)C4=O)cc21,rand_2
molecule_36,COc1cc2c(cc1OCCCOc1cc3c(cc1OC)C(=O)N1C(CC(/C=C/C)=C1)C=N3)N=CC1CC(/C=C/C)=CN1C2=O,rand_3
molecule_36,C(=C/C)\C1=CN2C(=O)c3c(cc(OCCCOc4c(OC)cc5c(c4)N=CC4CC(/C=C/C)=CN4C5=O)c(OC)c3)N=CC2C1,rand_4
molecule_36,C1=Nc2cc(OCCCOc3c(OC)cc4c(c3)N=CC3N(C=C(/C=C/C)C3)C4=O)c(OC)cc2C(=O)N2C=C(/C=C/C)CC12,rand_5
molecule_36,C1=C(/C=C/C)CC2N1C(=O)c1c(cc(OCCCOc3cc4c(cc3OC)C(=O)N3C(CC(/C=C/C)=C3)C=N4)c(OC)c1)N=C2,rand_6
molecule_36,c1c2c(cc(OC)c1OCCCOc1c(OC)cc3c(c1)N=CC1N(C3=O)C=C(/C=C/C)C1)C(=O)N1C=C(/C=C/C)CC1C=N2,rand_7
molecule_36,c1c2c(cc(OC)c1OCCCOc1c(OC)cc3c(c1)N=CC1CC(/C=C/C)=CN1C3=O)C(=O)N1C(CC(/C=C/C)=C1)C=N2,rand_8
molecule_36,c1c(OCCCOc2cc3c(cc2OC)C(=O)N2C(CC(/C=C/C)=C2)C=N3)c(OC)cc2c1N=CC1N(C=C(/C=C/C)C1)C2=O,rand_9
molecule_36,C1=C(/C=C/C)CC2C=Nc3cc(OCCCOc4c(OC)cc5c(c4)N=CC4N(C5=O)C=C(/C=C/C)C4)c(OC)cc3C(=O)N12,rand_10
molecule_37,c12nc3cc(F)c(C)c4c3c(c1Cn1c-2cc2c(c1=O)COC(=O)[C@@]2(CC)O)[C@@H](N)CC4,rand_1
molecule_37,c12cc(F)c(C)c3c1c(c1c(n2)-c2cc4c(c(=O)n2C1)COC(=O)[C@@]4(CC)O)[C@@H](N)CC3,rand_2
molecule_37,c12nc3c(c4c1c(c(C)c(F)c2)CC[C@@H]4N)Cn1c-3cc2c(c1=O)COC(=O)[C@@]2(CC)O,rand_3
molecule_37,c12c3c(c(C)c(F)c1)CC[C@H](N)c3c1c(n2)-c2n(c(=O)c3c(c2)[C@@](O)(CC)C(=O)OC3)C1,rand_4
molecule_37,O=c1n2c(cc3c1COC(=O)[C@]3(O)CC)-c1c(c3c4c(cc(F)c(C)c4CC[C@@H]3N)n1)C2,rand_5
molecule_37,C1(=O)OCc2c(cc3n(c2=O)Cc2c4c5c(c(C)c(F)cc5nc2-3)CC[C@@H]4N)[C@]1(CC)O,rand_6
molecule_37,[C@]1(CC)(O)C(=O)OCc2c(=O)n3c(cc21)-c1nc2cc(F)c(C)c4c2c(c1C3)[C@@H](N)CC4,rand_7
molecule_37,c12c(c3c4c(c(C)c(F)cc4n1)CC[C@@H]3N)Cn1c-2cc2c(c1=O)COC(=O)[C@]2(O)CC,rand_8
molecule_37,c12c(=O)n3c(cc1[C@](CC)(O)C(=O)OC2)-c1c(c2c4c(c(C)c(F)cc4n1)CC[C@@H]2N)C3,rand_9
molecule_37,c12cc(F)c(C)c3c1c(c1c(n2)-c2n(c(=O)c4c(c2)[C@](CC)(O)C(=O)OC4)C1)[C@@H](N)CC3,rand_10
molecule_38,C12(C)OC1C(C)C1OC(=O)NC(O)(C(OC)/C=C/C=C(\C)Cc3cc(OC)c(Cl)c(c3)N(C)C(=O)CC2OC(=O)C(C)N(C)C(CCCCCN)=O)C1,rand_1
molecule_38,C12(O)CC(C(C)C3OC3(C)C(OC(=O)C(C)N(C)C(=O)CCCCCN)CC(=O)N(C)c3cc(cc(OC)c3Cl)C/C(C)=C/C=C/C1OC)OC(=O)N2,rand_2
molecule_38,O=C1N(C)c2c(Cl)c(OC)cc(c2)C/C(C)=C/C=C/C(OC)C2(O)NC(=O)OC(C(C)C3C(C)(C(OC(C(N(C(=O)CCCCCN)C)C)=O)C1)O3)C2,rand_3
molecule_38,c12cc(OC)c(Cl)c(c1)N(C)C(=O)CC(OC(=O)C(N(C(CCCCCN)=O)C)C)C1(C)OC1C(C)C1CC(O)(C(OC)/C=C/C=C(\C)C2)NC(=O)O1,rand_4
molecule_38,C1=C(\C)Cc2cc(OC)c(Cl)c(c2)N(C)C(=O)CC(OC(=O)C(C)N(C)C(=O)CCCCCN)C2(C)OC2C(C)C2CC(O)(C(OC)/C=C/1)NC(=O)O2,rand_5
molecule_38,C1/C(C)=C/C=C/C(OC)C2(O)NC(=O)OC(C2)C(C)C2OC2(C)C(OC(=O)C(C)N(C)C(=O)CCCCCN)CC(=O)N(C)c2c(Cl)c(OC)cc1c2,rand_6
molecule_38,C(N(C(C(OC1C2(C)OC2C(C)C2CC(O)(NC(=O)O2)C(OC)/C=C/C=C(\C)Cc2cc(c(Cl)c(OC)c2)N(C)C(=O)C1)=O)C)C)(CCCCCN)=O,rand_7
molecule_38,C/C1=C\C=C\C(OC)C2(O)CC(OC(=O)N2)C(C)C2C(C)(O2)C(OC(=O)C(C)N(C(CCCCCN)=O)C)CC(=O)N(C)c2c(Cl)c(OC)cc(c2)C1,rand_8
molecule_38,c1(Cl)c2cc(cc1OC)C/C(C)=C/C=C/C(OC)C1(O)CC(C(C)C3OC3(C)C(OC(=O)C(N(C)C(=O)CCCCCN)C)CC(=O)N2C)OC(=O)N1,rand_9
molecule_38,N(C)(C(C)C(=O)OC1C2(C)OC2C(C)C2OC(=O)NC(O)(C2)C(OC)/C=C/C=C(\C)Cc2cc(OC)c(Cl)c(c2)N(C)C(=O)C1)C(=O)CCCCCN,rand_10
molecule_39,c1c2c(ccc1)[nH]c1c2CC2C(=O)NCC(=O)NC(C(C)CC)C(=O)NCC(=O)NC(CS1)C(=O)NC(CC(N)=O)C(=O)N1CC(O)CC1C(=O)NC(C(C(CO)O)C)C(=O)N2,rand_1
molecule_39,C1(CC(N)=O)NC(=O)C2CSc3c(c4c([nH]3)cccc4)CC(C(=O)NCC(=O)NC(C(CC)C)C(=O)NCC(=O)N2)NC(=O)C(C(C(CO)O)C)NC(=O)C2CC(O)CN2C1=O,rand_2
molecule_39,C12C(=O)NC(C(C(O)CO)C)C(=O)NC3Cc4c([nH]c5ccccc54)SCC(C(=O)NC(CC(=O)N)C(=O)N1CC(O)C2)NC(=O)CNC(=O)C(C(CC)C)NC(=O)CNC3=O,rand_3
molecule_39,C1(C(C)CC)C(=O)NCC(=O)NC2CSc3c(c4c([nH]3)cccc4)CC(NC(=O)C(C(C)C(CO)O)NC(=O)C3CC(O)CN3C(=O)C(CC(N)=O)NC2=O)C(=O)NCC(=O)N1,rand_4
molecule_39,O=C1N2CC(O)CC2C(=O)NC(C(C(CO)O)C)C(=O)NC2C(=O)NCC(=O)NC(C(C)CC)C(=O)NCC(=O)NC(C(=O)NC1CC(=O)N)CSc1[nH]c3ccccc3c1C2,rand_5
molecule_39,O=C1NCC(=O)NC2CSc3c(c4ccccc4[nH]3)CC(NC(=O)C(C(C)C(O)CO)NC(=O)C3N(C(=O)C(CC(N)=O)NC2=O)CC(O)C3)C(=O)NCC(=O)NC1C(C)CC,rand_6
molecule_39,c12[nH]c3ccccc3c1CC1C(=O)NCC(=O)NC(C(CC)C)C(=O)NCC(=O)NC(C(=O)NC(CC(=O)N)C(=O)N3CC(O)CC3C(=O)NC(C(C(CO)O)C)C(=O)N1)CS2,rand_7
molecule_39,C(C)C(C1C(=O)NCC(=O)NC2CSc3[nH]c4c(c3CC(NC(=O)C(C(C)C(CO)O)NC(=O)C3CC(O)CN3C(=O)C(CC(N)=O)NC2=O)C(=O)NCC(=O)N1)cccc4)C,rand_8
molecule_39,O=C1C2NC(=O)CNC(=O)C(C(C)CC)NC(=O)CNC(=O)C(Cc3c([nH]c4ccccc34)SC2)NC(=O)C(C(C(CO)O)C)NC(=O)C2N(CC(O)C2)C(=O)C(CC(N)=O)N1,rand_9
molecule_39,c1ccc2c(c1)c1c([nH]2)SCC2NC(=O)CNC(=O)C(C(C)CC)NC(=O)CNC(=O)C(C1)NC(=O)C(C(C(O)CO)C)NC(=O)C1CC(O)CN1C(=O)C(CC(N)=O)NC2=O,rand_10
